Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.0435735226656454,0.028324829706132627
1,0.0409672808729544,0.02760404773646811
2,0.0408454044450325,0.027456550744096447
3,0.04085054195950972,0.027442086338194723
4,0.040857205891679085,0.027458834880360192
5,0.04085987800029893,0.027479809171669783
6,0.04086076514419074,0.027498085460336365
7,0.04086103434251394,0.02751249966522125
8,0.040861109735686796,0.0275234509792071
9,0.04086112932129136,0.027531643197017806
10,0.04086113480240251,0.02753773023807352
11,0.04086113757088329,0.02754223944842674
12,0.04086114013740428,0.027545575194160617
13,0.040861142728220265,0.027548041231092366
14,0.040861145159258955,0.027549863717020805
15,0.04086114728369541,0.027551210364646424
16,0.0408611490479445,0.027552205315397996
17,0.040861150462809165,0.027552940377006573
18,0.040861151570638375,0.027553483414180433
19,0.040861152423781244,0.02755388458042353
20,0.04086115307318059,0.027554180934932383
21,0.04086115356342609,0.0275543998588618
22,0.04086115393134097,0.027554561581560708
23,0.04086115420627586,0.027554681047979486
24,0.04086115441109491,0.02755476929876854
25,0.04086115456333656,0.027554834490091596
26,0.040861154676311594,0.027554882647138516
27,0.04086115476004683,0.027554918220839907
28,0.04086115482205515,0.02755494449916245
29,0.04086115486794421,0.02755496391096046
30,0.04086115490188799,0.027554978250445197
31,0.04086115492698711,0.027554988843008835
32,0.04086115494554137,0.027554996667721952
33,0.04086115495925478,0.027555002447825726
34,0.040861154969388885,0.02755500671757869
35,0.040861154976877145,0.02755500987163743
36,0.040861154982409914,0.027555012201534668
37,0.0408611549864976,0.02755501392262512
38,0.04086115498951752,0.027555015193991166
39,0.04086115499174854,0.0275550161331466
40,0.0408611549933967,0.02755501682689878
41,0.04086115499461424,0.027555017339372
42,0.040861154995513675,0.027555017717934952
43,0.04086115499617809,0.02755501799757858
44,0.04086115499666891,0.02755501820415077
45,0.040861154997031475,0.027555018356745085
46,0.04086115499729932,0.027555018469466216
47,0.04086115499749716,0.02755501855273307
48,0.04086115499764332,0.027555018614242182
49,0.040861154997751274,0.027555018659678774
50,0.040861154997831044,0.027555018693242738
51,0.04086115499788994,0.027555018718036322
52,0.04086115499793346,0.027555018736351265
53,0.04086115499796562,0.027555018749880485
54,0.04086115499798937,0.02755501875987451
55,0.04086115499800691,0.027555018767257067
56,0.040861154998019865,0.027555018772710573
57,0.040861154998029434,0.027555018776739017
58,0.0408611549980365,0.027555018779714835
59,0.04086115499804172,0.027555018781913056
60,0.04086115499804558,0.027555018783536896
61,0.04086115499804843,0.02755501878473641
62,0.04086115499805054,0.02755501878562248
63,0.040861154998052096,0.027555018786277058
64,0.04086115499805324,0.02755501878676058
65,0.0408611549980541,0.02755501878711775
66,0.04086115499805472,0.02755501878738159
67,0.040861154998055184,0.027555018787576473
68,0.04086115499805552,0.02755501878772042
69,0.040861154998055774,0.027555018787826794
70,0.04086115499805596,0.027555018787905356
71,0.04086115499805611,0.027555018787963396
72,0.040861154998056204,0.02755501878800629
73,0.04086115499805627,0.027555018788037917
74,0.04086115499805633,0.027555018788061332
75,0.04086115499805638,0.027555018788078627
76,0.04086115499805641,0.027555018788091343
77,0.04086115499805643,0.02755501878810081
78,0.04086115499805644,0.02755501878810771
79,0.04086115499805646,0.02755501878811289
80,0.04086115499805646,0.027555018788116687
81,0.04086115499805648,0.027555018788119494
82,0.040861154998056474,0.027555018788121593
83,0.04086115499805648,0.027555018788123106
84,0.040861154998056495,0.027555018788124244
85,0.040861154998056495,0.027555018788125128
86,0.04086115499805648,0.027555018788125697
87,0.0408611549980565,0.027555018788126145
88,0.0408611549980565,0.027555018788126533
89,0.04086115499805649,0.027555018788126752
90,0.040861154998056495,0.02755501878812692
91,0.0408611549980565,0.02755501878812709
92,0.040861154998056495,0.027555018788127203
93,0.0408611549980565,0.02755501878812728
94,0.04086115499805649,0.02755501878812733
95,0.040861154998056495,0.02755501878812738
96,0.04086115499805649,0.027555018788127387
97,0.0408611549980565,0.027555018788127425
98,0.04086115499805649,0.027555018788127453
