"";"pred";"obs"
"1";0,312173932790756;0,28845448060008
"2";0,606322109699249;0,863503655655028
"3";0,705415725708008;0,861647993204152
"4";0,274581581354141;0,167630236576344
"5";0,268645405769348;0,149485981501107
"6";0,318946003913879;0,304124519074148
"7";0,474885135889053;0,563711077480093
"8";0,887446105480194;0,23711448612583
"9";0,995726108551025;1
"10";0,585310041904449;0,542474051653395
"11";0,181824594736099;0,287835926449788
"12";0,182195037603378;0,147424134333467
"13";0,358490973711014;0,309072952276485
"14";0,575598418712616;0,756906157088012
"15";0,543481647968292;0,518144255075237
"16";0,926181614398956;1
"17";0,159712895750999;0,149485981501107
"18";0,490760177373886;0,36268097863514
"19";0,135444149374962;0,238557779143179
"20";0,598499834537506;0,639174683815737
"21";0,442613273859024;0,354227405247813
"22";0,480174869298935;0,866390241689725
"23";0,454152643680573;0,481649560207999
"24";0,228830367326736;0,143712809431714
"25";0,288503110408783;0,282475123813922
"26";0,315536558628082;0,300000824738867
"27";0,236479386687279;0,212990874264436
"28";0,245307981967926;0,148661242634051
"29";0,555435121059418;0,4237116547973
"30";0,796082019805908;1
"31";0,203400865197182;0,18268172090012
"32";0,229174107313156;0,140826223397017
"33";0,342608362436295;1
"34";0,331606358289719;0,387010775213298
"35";0,237063139677048;0,304124519074148
"36";0,502044796943665;0,86968919715795
"37";0,949699282646179;1
"38";0,416513651609421;0,690720863006751
"39";0,445530444383621;0,435051814219323
"40";0,386492639780045;0,355258328831634
"41";0,990731000900269;1
"42";0,216908350586891;0,175259071096614
"43";0,305392533540726;0,149485981501107
"44";0,185629919171333;0,155877707720793
"45";0,16398848593235;0,0670120947954854
"46";0,263091415166855;0,201032160692121
"47";0,296567797660828;0,283299862680979
"48";0,309722810983658;0,261238097987225
"49";0,263834714889526;1
"50";0,253844171762466;0,230310390472617
"51";0,320898026227951;0,285155525131855
"52";0,436561018228531;0,357732545432802
"53";0,466996878385544;0,343918169409611
"54";0,404197454452515;0,407216877456175
"55";0,281655877828598;0,432989967051682
"56";0,378081828355789;0,37340258390687
"57";0,539672017097473;0,690720863006751
"58";0,668244004249573;0,654638537573041
"59";0,21653251349926;0,116702611535623
"60";0,540356516838074;0,438556954404312
"61";0,183537304401398;0,173815778079266
"62";0,99932587146759;1
"63";0,389173239469528;0,411959125941749
"64";0,231142893433571;0,258145327235764
"65";0,165143102407455;0,113403656067398
"66";0,825647532939911;0,806802858544913
"67";0,169015020132065;0,176289994680434
"68";0,28138068318367;0,210929027096795
"69";0,993162333965302;1
"70";0,244421601295471;0,121032490587668
"71";0,263096362352371;0,396082902750917
"72";0,335183411836624;0,56969043426625
"73";0,939284861087799;1
"74";0,165925145149231;0,125362369639713
"75";0,362107038497925;0,707421825064639
"76";0,296227842569351;0,324742990750554
"77";0,570442140102386;0,419381775745255
"78";0,81461364030838;1
"79";0,353523969650269;0,37134073673923
"80";0,187124699354172;0,130929356992342
"81";0,364122986793518;0,390309730681523
"82";0,461348474025726;0,487010362843865
"83";0,509328126907349;0,295877130403586
"84";0,18098010122776;0,142681885847893
"85";0,299857407808304;0,292165805501833
"86";0,25246125459671;0,231135129339673
"87";0,41991913318634;0,339175920924037
"88";0,51000964641571;0,503711324901753
"89";0,58959835767746;0,663710665110659
"90";0,530879318714142;0,458556871930425
"91";0,774557292461395;1
"92";0,492584705352783;0,416495189710558
"93";0,32682341337204;0,364330456369252
"94";0,258452773094177;0,258351511952528
"95";0,580448389053345;0,799792578174935
"96";0,269628196954727;0,169692083743985
"97";0,733348846435547;0,513814376023192
"98";0,58016699552536;0,494639197364135
"99";0,548465549945831;0,637112836648096
"100";0,471563696861267;0,25897006610282
"101";0,205802500247955;0,171341561478097
"102";0,314921408891678;0,236495931975538
"103";0,187216326594353;0,327423392068486
"104";0,222446173429489;0,287011187582732
"105";0,940801739692688;1
"106";0,862220883369446;0,997523721551664
"107";0,30299037694931;0,0472183619861361
"108";0,479076445102692;0,549896701456901
"109";0,806474149227142;0,88494686619849
"110";0,310603469610214;0,364330456369252
"111";0,485178172588348;0,471752693803325
"112";0,611360788345337;0,470103216069212
"113";0,241043820977211;0,241444365177876
"114";0,312530905008316;0,378144832392444
"115";0,159176975488663;0,168867344876928
"116";0,447382420301437;0,696906404509672
"117";0,204002618789673;0,348248048461656
"118";0,245011523365974;0,156290077154321
"119";0,31759312748909;0,663504480393895
"120";0,155239298939705;0,0892800442060033
"121";0,221212819218636;0,1684549754434
"122";0,206395581364632;0,220619708784706
"123";0,590633273124695;0,283506047397743
"124";0,294476479291916;0,252578339883134
"125";0,431135535240173;0,397938565201793
"126";0,763999879360199;0,987214485713461
"127";0,788881540298462;0,820823419284869
"128";0,428761959075928;0,68206110490266
"129";0,262034118175507;0,199588867674772
"130";0,233130052685738;0,223093925385875
"131";0,499804228544235;0,319794557548216
"132";0,496469348669052;0,587628504624723
"133";0,155898660421371;0,432989967051682
"134";0,265974670648575;0,21216613539738
"135";0,317721605300903;0,230516575189381
"136";0,516308128833771;0,461237273248358
"137";0,365738451480865;0,252578339883134
"138";0,430294066667557;0,518968993942293
"139";0,181632682681084;0,155671523004029
"140";0,251629203557968;0,214021797848256
"141";0,896938264369965;0,909895216926941
"142";0,228640124201775;0,287011187582732
"143";0,554699182510376;0,470721770219504
"144";0,201442673802376;0,157114816021377
"145";0,236167848110199;0,171135376761333
"146";0,158323302865028;0,162475618657243
"147";0,603421211242676;0,529896783930788
"148";0,509234368801117;0,516700962057888
"149";0,436591058969498;0,390722100115051
"150";0,479579836130142;0,37237166032305
"151";0,230920314788818;0,15113545923522
"152";0,198984816670418;0,245980428946685
"153";0,486520707607269;0,596494447445578
"154";0,427972495555878;0,40288699840413
"155";0,261040538549423;0,421237438196131
"156";0,191581010818481;0,080826470818677
"157";0,179064571857452;0,231135129339673
"158";0,388234794139862;0,365567564669836
"159";0,434573203325272;0,250104123281966
"160";0,357381403446198;0,29711423870417
"161";0,582102537155151;0,496288675098247
"162";0,153253078460693;0,104743897963307
"163";0,536115109920502;0,589071797642072
"164";0,458609163761139;0,319176003397924
"165";0,220049977302551;0,14659939546641
"166";0,485266476869583;0,426804425548761
"167";0,638392210006714;0,493814458497078
"168";0,488741099834442;0,664947773411244
"169";0,583851218223572;0,472989802103909
"170";0,0853858664631844;0,0989707258939138
"171";0,17937134206295;0,193197141455087
"172";0,48975083231926;0,626391231376365
"173";0,244683384895325;0,303093595490328
"174";0,482288122177124;0,798349285157587
"175";0,659163355827332;0,690720863006751
"176";0,340181946754456;0,410928202357928
"177";0,334159314632416;0,312578092461474
"178";0,22425189614296;0,175259071096614
"179";0,586768507957458;0,448453820808986
"180";0,321474760770798;0,364330456369252
"181";0,385551303625107;0,53608232543371
"182";0,517764449119568;0,667215805295648
"183";0,27476891875267;0,308042028692665
"184";0,475430458784103;0,233196976507313
"185";0,879723012447357;1
"186";0,689091503620148;0,661030263792727
"187";0,219592303037643;0,142063331697601
"188";0,141785025596619;0,0983521717436217
"189";0,712653994560242;0,571133727283599
"190";0,515157461166382;0,223093925385875
"191";0,593219995498657;0,493195904346786
"192";0,722627818584442;1
"193";0,276768893003464;0,164125096391355
"194";0,229253858327866;0,157733370171669
"195";0,682597398757935;0,804947196094037
"196";0,287103831768036;0,230722759906145
"197";0,606511294841766;0,709277487515515
"198";0,499354362487793;1
"199";0,398211777210236;0,690720863006751
"200";0,451741963624954;0,282681308530686
"201";0,269879847764969;0,256495849501652
"202";0,290108948945999;0,40948490934058
"203";0,139388114213943;0,186393045801873
"204";0,115855634212494;0,104950082680071
"205";0,155069321393967;0,0711357891307665
"206";0,244965270161629;0,296701869270642
"207";0,284221976995468;0,135259236044387
"208";0,475776046514511;0,44659815835811
"209";0,314298808574677;0,537731803167822
"210";0,268431395292282;0,318145079814104
"211";0,67232209444046;0,739380456163067
"212";0,708219051361084;0,77814318291471
"213";0,21259443461895;0,204331116160346
"214";0,260991632938385;0,245155690079629
"215";0,287316977977753;0,252784524599899
"216";0,1992297321558;0,16948589902722
"217";0,354884266853333;0,380619048993612
"218";0,723010420799255;0,999997938152832
"219";0,287876844406128;0,204743485593874
"220";0,469879508018494;0,410309648207636
"221";0,273094177246094;0,326186283767902
"222";0,322110801935196;0,369485074288353
"223";0,525853395462036;0,432165228184626
"224";0,343422710895538;0,337526443189925
"225";0,698730885982513;0,704329054313178
"226";0,316987633705139;0,314227570195587
"227";0,494947046041489;0,356495437132218
"228";0,197965085506439;0,153403491119624
"229";0,37961483001709;0,215258906148841
"230";0,655422270298004;1
"231";0,155186459422112;0,0903109677898235
"232";0,388347506523132;0,472165063236853
"233";0,671056568622589;1
