"";"pred";"obs"
"1";0,443371891975403;0,373608768623635
"2";0,348390281200409;0,354845959398106
"3";0,493721812963486;0,342474876392262
"4";0,194257184863091;0,21422798256502
"5";0,395216226577759;0,40288699840413
"6";0,265615105628967;0,179588950148659
"7";0,499803304672241;0,560824491445396
"8";0,313006192445755;0,379588125409792
"9";0,151305705308914;0,148248873200523
"10";0,323275357484818;0,301444117756215
"11";0,333459109067917;0,309897691143542
"12";0,386877685785294;0,295877130403586
"13";0,467628985643387;0,430515750450514
"14";0,238484025001526;0,159176663189018
"15";0,303192377090454;0,195877542773019
"16";0,278924942016602;0,278351429478641
"17";0,201350763440132;0,304124519074148
"18";0,416982799768448;0,390103545964759
"19";0,541013836860657;0,544535898821036
"20";0,4788698554039;0,493195904346786
"21";0,296216487884521;0,239794887443763
"22";0,367954671382904;0,348866602611948
"23";0,214768931269646;0,198764128807716
"24";0,380915701389313;0,226805250287628
"25";0,314440608024597;0,469278477202156
"26";0,159251630306244;0,0793831778013287
"27";0,541615068912506;0,468041368901572
"28";0,259704411029816;0,388454068230646
"29";0,133403301239014;0,201032160692121
"30";0,553573608398438;0,514020560739956
"31";0,295669823884964;0,242062919328168
"32";0,427522987127304;0,264949422888978
"33";0,383734881877899;0,356289252415454
"34";0,23857980966568;0,160619956206366
"35";0,531430959701538;0,509278312254382
"36";0,2639220058918;0,201032160692121
"37";0,311105042695999;0,400412781802962
"38";0,619572877883911;0,624123199491961
"39";0,616817951202393;0,463711489849526
"40";0,0611191131174564;0,0628884004602043
"41";0,212182283401489;0,2447433206461
"42";0,545844912528992;0,504329879052045
"43";0,438340693712234;0,443505387606649
"44";0,116995982825756;0,147630319050231
"45";0,648933172225952;0,786390571585272
"46";0,158519551157951;0,0824759485527895
"47";0,526525855064392;0,459793980231009
"48";0,363788366317749;0,409072539907052
"49";0,461609244346619;0,216496014449425
"50";0,27564737200737;0,19897031352448
"51";0,285641014575958;0,28742355701626
"52";0,466785997152328;0,354021220531049
"53";0,396326422691345;0,374021138057163
"54";0,356321513652802;0,294227652669474
"55";0,20605731010437;0,243506212345516
"56";0,189299702644348;0,208454810495627
"57";0,51332038640976;0,521030841109934
"58";0,882398247718811;0,766390654059159
"59";0,291546076536179;0,318145079814104
"60";0,651323020458221;0,482474299075055
"61";0,96101576089859;1
"62";0,228054910898209;0,247836091397561
"63";0,178118079900742;0,153609675836388
"64";0,18179115653038;0,161238510356658
"65";0,589237928390503;0,5447420835378
"66";0,159645557403564;0,115465503235038
"67";0,546644330024719;0,517525700924945
"68";0,276580214500427;0,247629906680797
"69";0,0972964614629745;0,196702281640076
"70";0,221725031733513;0,301856487189744
"71";0,871254682540894;0,804534826660509
"72";0,39613088965416;0,44103117100548
"73";0,196131363511086;0,160619956206366
"74";0,134748458862305;0,140826223397017
"75";0,510093033313751;0,507835019237034
"76";0,277805000543594;0,25897006610282
"77";0,36010679602623;0,475876388138606
"78";0,323592334985733;0,312784277178238
"79";0,403109669685364;0,359382023166915
"80";0,263385266065598;0,162475618657243
"81";0,168932721018791;0,109898515882409
"82";0,528636813163757;0,459793980231009
"83";0,285551488399506;0,333608933571408
"84";0,585986196994781;0,439587877988132
"85";0,266557484865189;0,249485569131674
"86";0,0867107287049294;0,0717543432810586
"87";0,512068092823029;0,452783699861032
"88";0,602853953838348;0,806596673828149
"89";0,317894667387009;0,278351429478641
"90";0,527286112308502;0,414020973109389
"91";0,458982825279236;0,690720863006751
"92";0,1585513651371;0,252578339883134
"93";0,864099621772766;0,94391569519301
"94";0,654942154884338;0,832163578706892
"95";0,215988114476204;0,185155937501289
"96";0,444820761680603;0,355670698265162
"97";0,314665943384171;0,269279301941023
"98";0,167267546057701;0,178558026564839
"99";0,520612478256226;0,723710417688999
"100";0,599766075611115;0,503917509618517
"101";0,222435116767883;0,254434002334011
"102";0,114968501031399;0,0991769106106779
"103";0,210789307951927;0,255671110634595
"104";0,158664494752884;0,171753930911625
"105";0,226921290159225;0,193609510888615
"106";0,578408420085907;0,911957064094581
"107";0,372736185789108;0,521443210543462
"108";0,446440726518631;0,699380621110841
"109";0,150564953684807;0,114640764367982
"110";0,277066111564636;0,226805250287628
"111";0,259612202644348;0,187217784668929
"112";0,131232142448425;0,219176415767358
"113";0,409048110246658;0,252578339883134
"114";0,38326770067215;0,307011105108845
"115";0,242294564843178;0,161650879790186
"116";0,585737228393555;0,557319351260407
"117";0,461340487003326;0,400412781802962
"118";0,64636367559433;0,576906899352992
"119";0,104207761585712;0,0878367511886549
"120";0,564866065979004;0,521649395260226
"121";0,723354518413544;0,446185788924582
"122";0,128161177039146;0,105156267396835
"123";0,180977210402489;0,147836503766995
"124";0,182782098650932;0,165362204691939
"125";0,220242366194725;0,268042193640439
"126";0,264000564813614;0,161238510356658
"127";0,379807144403458;0,314639939629115
"128";0,593979179859161;0,522061764693754
"129";0,202736988663673;0,244949505362864
"130";0,758076608181;0,984534084395528
"131";0,954357862472534;1
"132";0,46369206905365;0,293815283235945
"133";0,151316240429878;0,150104535651399
"134";0,25110587477684;0,211959950680616
"135";0,750565052032471;0,883709757897906
"136";0,459913402795792;0,845359400579791
"137";0,271270185709;0,291341066634777
"138";0,324027299880981;0
"139";0,266217142343521;0,276908136461293
"140";0,479055523872375;0,302475041340036
"141";0,0716053321957588;0,0824759485527895
"142";0,170355781912804;0,190104370703626
"143";0,419992655515671;0,436907476670199
"144";0,231385856866837;0,251135046865786
"145";0,135021433234215;0,147011764899939
"146";0,144717589020729;0,104331528529779
"147";0,296209722757339;0,294227652669474
"148";0,32046440243721;0,280207091929518
"149";0,542174994945526;0,441649725155773
"150";0,293709844350815;0,212578504830908
"151";0,501076221466064;0,511546344138787
"152";0,509378790855408;0,423093100647008
"153";0,155353203415871;0,226186696137336
"154";0,515240728855133;0,853606789250354
"155";0,234048292040825;0,171753930911625
"156";0,409063309431076;0,824328559469858
"157";0,24651475250721;0,211547581247088
"158";0,285064369440079;0,556700797110115
"159";0,275583952665329;0,158351924321962
"160";0,519807457923889;0,489072210011505
"161";0,711978793144226;0,523298872994338
"162";0,135250702500343;0,0989707258939138
"163";0,308436930179596;0,31134098416089
"164";0,808467864990234;0,732370175793089
"165";0,346152663230896;0,266186531189562
"166";0,508191108703613;0,368041781271005
"167";0,926886856555939;1
"168";0,673373341560364;0,6342262506134
"169";0,422234028577805;0,43340233648521
"170";0,379719734191895;0,520412286959641
"171";0,489342868328094;0,91752405144721
"172";0,429217666387558;0,397938565201793
"173";0,346349567174911;0,318351264530868
"174";0,338764876127243;0,311959538311182
"175";0,671281218528748;0,793813221388778
"176";0,722893953323364;0,896905579770805
"177";0,336240589618683;0,432989967051682
"178";0,868768215179443;1
"179";0,257582664489746;0,157527185454905
"180";0,611151516437531;0,530721522797844
"181";0,587436079978943;0,447835266658694
"182";0,104963399469852;0,0682492030960697
"183";0,299371153116226;0,31031006057707
"184";0,364318490028381;0,312165723027946
"185";0,487242132425308;0,560618306728632
"186";0,563808858394623;0,441443540439009
"187";0,201714619994164;0,141857146980837
"188";0,188716128468513;0,149485981501107
"189";0,528432190418243;0,4552579164622
"190";0,389031618833542;0,350309895629296
"191";0,0958606749773026;0,154640599420209
"192";0,564896583557129;0,660411709642434
"193";0,512135982513428;0,524329796578158
"194";0,26285919547081;0,283712232114507
"195";0,759019076824188;0,615051071954342
"196";0,156668052077293;0,106805745130948
"197";0,366769999265671;0,53608232543371
"198";0,585696458816528;0,528247306196675
"199";0,216451466083527;0,213815613131492
"200";0,463471055030823;0,668659098312997
"201";0,214475721120834;0,165980758842232
"202";0,443193256855011;0,355670698265162
"203";0,367381751537323;0,302062671906508
"204";0,498211175203323;0,501649477734112
"205";0,339525371789932;0,25897006610282
"206";0,355598956346512;0,412783864808805
"207";0,602622389793396;0,714019736001089
"208";0,619654953479767;0,589690351792364
"209";0,237801447510719;0,142681885847893
"210";0,277492672204971;0,268454563073967
"211";0,446411043405533;0,274640104576888
"212";0,427894830703735;0,610721192902297
"213";0,353954672813416;0,432989967051682
"214";0,0983714759349823;0,114434579651218
"215";0,542785167694092;0,690720863006751
"216";0,22394372522831;0,280619461363046
"217";0,0805458799004555;0,0686615725295978
"218";0,165579929947853;0,148248873200523
"219";0,68338543176651;0,525773089595507
"220";0,214835196733475;0,227629989154684
"221";0,48984882235527;0,201032160692121
"222";0,137093797326088;0,0686615725295978
"223";0,377352207899094;0,243093842911988
"224";0,713437080383301;0,678349780000907
"225";0,666510164737701;0,461443457965122
"226";0,0699679031968117;0,0758780376163397
"227";0,225318387150764;0,345155277710195
"228";0,178665041923523;0,199795052391537
"229";0,401857882738113;0,465773337017167
"230";0,426654458045959;0,342474876392262
"231";0,64022696018219;0,677318856417087
"232";0,244204550981522;0,228867097455268
"233";0,704229652881622;0,816699724949588
"234";0,36419415473938;0,510309235838203
"235";0,228467673063278;0,153815860553152
"236";0,320327967405319;0,257114403651944
"237";0,486969321966171;0,532989554682249
"238";0,293749034404755;0,25897006610282
"239";0,34086948633194;0,360619131467499
"240";0,257037371397018;0,283918416831271
"241";0,329236060380936;0,316289417363227
"242";0,889323174953461;0,943709510476245
"243";0,402698069810867;0,378351017109208
"244";0,641708314418793;0,638349944948681
"245";0,484089970588684;0,490927872462382
"246";0,29042986035347;0,4684537383351
"247";0,13212925195694;0,118558273986499
"248";0,384316682815552;0,468659923051864
"249";0,6384237408638;1
"250";0,313947826623917;0,364949010519544
"251";0,354977041482925;0,561855415029216
"252";0,117309793829918;0,0954655857089249
"253";0,519929111003876;0,611133562335825
"254";0,165903806686401;0,261238097987225
"255";0,732822477817535;0,768040131793271
"256";0,314156144857407;0,276495767027765
"257";0,320253849029541;0,353608851097521
"258";0,186653554439545;0,288248295883316
"259";0,196479678153992;0,127011847373825
"260";0,10707713663578;0,105156267396835
"261";0,352195024490356;0,438556954404312
"262";0,091779038310051;0,163300357524299
"263";0,640473365783691;0,571133727283599
"264";0,195396393537521;0,143712809431714
"265";0,475269973278046;0,451958960993975
"266";0,535171270370483;0,452783699861032
"267";0,310513257980347;0,17608380996367
"268";0,185345694422722;0,163300357524299
"269";0,509405493736267;0,495051566797663
"270";0,174618139863014;0,153815860553152
"271";0,124280460178852;0,44659815835811
"272";0,197645515203476;0,364330456369252
"273";0,242020666599274;0,119383012853555
"274";0,311126917600632;0,304124519074148
"275";0,338512629270554;0,335052226588756
"276";0,50404566526413;0,630514925711647
"277";0,219229906797409;0,312784277178238
"278";0,866628110408783;0,903297305990491
"279";0,657685518264771;0,47814442002301
"280";0,578978538513184;0,341031583374914
"281";0,624605059623718;0,530721522797844
"282";0,489443689584732;0,442268279306065
"283";0,514153778553009;0,445773419491054
"284";0,623988807201385;0,47608257285537
"285";0,223857045173645;0,0927851843909922
"286";0,278921097517014;0,293402913802417
"287";0,255304485559464;0,344536723559903
"288";0,811038911342621;0,74865876841745
"289";0,210273995995522;0,200207421825065
"290";0,547132790088654;0,59154601424324
"291";0,49915885925293;0,471340324369796
"292";0,31133708357811;0,287835926449788
"293";0,124078668653965;0,0898985983562954
"294";0,344146549701691;0,34288724582579
"295";0,703330039978027;0,573814128601532
"296";0,642995536327362;0,68968993942293
"297";0,212282419204712;0,364124271652488
"298";0,520582973957062;0,314021385478823
"299";0,27456670999527;0,286805002865968
"300";0,707164585590363;0,698555882243785
"301";0,303168177604675;0,311959538311182
"302";0,896908223628998;1
"303";0,428778022527695;0,504742248485573
"304";0,456030994653702;0,410103463490872
"305";0,75794905424118;0,872369598475883
"306";0,620914816856384;0,815874986082532
"307";0,210233449935913;0,246392798380213
"308";0,541397035121918;0,418969406311727
"309";0,354130685329437;0,319588372831452
"310";0,493221938610077;0,914018911262222
"311";0,470910042524338;0,418763221594962
"312";0,0738525092601776;0,0534039034890578
"313";0,264373391866684;0,176496179397198
"314";0,137134984135628;0,0686615725295978
"315";0,385519236326218;0,519793732809349
"316";0,613370001316071;0,568040956532138
"317";0,796296000480652;0,149485981501107
"318";0,671415448188782;0,552989472208362
"319";0,560337960720062;0,637731390798388
"320";0,682121455669403;0,522061764693754
"321";0,387707322835922;0,406804508022647
"322";0,576874434947968;0,651133397388052
"323";0,524923384189606;0,512989637156135
"324";0,804480612277985;1
"325";0,188064202666283;0,168248790726636
"326";0,10140198469162;0,102682050795667
"327";0,3308245241642;0,360206762033971
"328";0,503999650478363;0,705153793180234
"329";0,331879943609238;0,332990379421116
"330";0,736802518367767;0,53608232543371
"331";0,312706261873245;0,165568389408703
"332";0,46453669667244;0,350722265062825
"333";0,064322404563427;0,115465503235038
"334";0,638622939586639;0,562886338613037
"335";0,506395936012268;0,615051071954342
"336";0,451325565576553;0,753401016903023
"337";0,15517358481884;0,237733040276123
"338";0,584381461143494;0,816905909666352
"339";0,532607197761536;0,862472732071208
"340";0,714673340320587;0,760205112556237
"341";0,168940350413322;0,108249038148296
"342";0,0219851322472095;1
"343";0,112800464034081;0,112785101917106
"344";0,843157589435577;0,890307668834355
"345";0,659458458423615;0,567422402381846
"346";0,476058661937714;0,406804508022647
"347";0,278912305831909;0,290516327767721
"348";0,422383636236191;0,326186283767902
"349";0,256596893072128;0,235465008391718
"350";0,147362753748894;0,166599312992524
"351";0,994867205619812;1
"352";0,281097918748856;0,185774491651581
"353";0,249839007854462;0,328660500369071
"354";0,516155600547791;0,395876718034152
"355";0,349348247051239;0,32453680603379
"356";0,333295494318008;0,458350687213661
"357";0,234753057360649;0,174640516946322
"358";0,422747820615768;0,617112919121983
"359";0,289767026901245;0,351340819213117
"360";0,18275460600853;0,24268147347846
"361";0,505254328250885;0,453608438728088
"362";0,17642730474472;0,120826305870904
"363";0,794919967651367;0,90123545882285
"364";0,400970846414566;0,407835431606468
"365";0,270802706480026;0,318145079814104
"366";0,195956245064735;0,138352006795848
