Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.05124543374496025,0.036607888520142545
1,0.03271035052523077,0.03170056565610591
2,0.02936068099073378,0.02998957214021771
3,0.02791282589164267,0.028973824588606402
4,0.026997095431912234,0.02818873267727641
5,0.026305098267976165,0.027534488666924328
6,0.025747344017405215,0.02698001486596752
7,0.025286799514394588,0.026508269134991744
8,0.02490224323901835,0.026106098501896904
9,0.02457887609369254,0.025762373014953852
10,0.024305380327152556,0.025467594587792047
11,0.02407275081611877,0.02521372032775277
12,0.023873701452041426,0.02499399496586142
13,0.023702294880198274,0.02480277835777183
14,0.023553678047751495,0.024635379584680504
15,0.023423878880634273,0.0244879062912288
16,0.02330964431100412,0.024357132817334176
17,0.023208309170457853,0.02424038739393567
18,0.02311768933724813,0.02413545701474521
19,0.023035994405255684,0.02404050793321409
20,0.02296175623138967,0.02395401959847222
21,0.02289377045393949,0.02387472996041742
22,0.022831048624175,0.023801590294170623
23,0.022772779026581695,0.02373372794257556
24,0.022718294612710705,0.023670415616479562
25,0.022667046758708075,0.023611046110835133
26,0.02261858378996135,0.02355511148517546
27,0.022572533407565,0.02350218591970498
28,0.022528588308078017,0.02345191159530226
29,0.02248649441651775,0.023403987060192318
30,0.022446041257779888,0.023358157641077276
31,0.02240705407786953,0.02331420753510535
32,0.022369387396904184,0.023271953283879824
33,0.022332919733625445,0.023231238384071977
34,0.022297549288447644,0.023191928833077254
35,0.022263190410776325,0.023153909444195576
36,0.022229770708004533,0.023117080795407495
37,0.022197228679515336,0.0230813567001041
38,0.022165511780229293,0.023046662108054363
39,0.02213457483559114,0.023012931361244826
40,0.022104378744091237,0.022980106742640314
41,0.022074889415036648,0.022948137266921638
42,0.022046076898794207,0.02291697767128971
43,0.022017914674506863,0.022886587571839895
44,0.021990379066648955,0.022856930757097993
45,0.02196344876699386,0.022827974595308297
46,0.02193710444282765,0.022799689536171244
47,0.021911328415728508,0.022772048691103268
48,0.021886104398083715,0.022745027478865865
49,0.021861417276849045,0.022718603325693514
50,0.02183725293596496,0.022692755410927603
51,0.021813598110405463,0.02266746445071064
52,0.02179044026611341,0.022642712513567417
53,0.021767767501121627,0.022618482862751563
54,0.02174556846401412,0.02259475982110075
55,0.02172383228658179,0.022571528654859903
56,0.02170254852809897,0.022548775473521927
57,0.021681707129115824,0.0225264871432245
58,0.02166129837304449,0.022504651211645788
59,0.021641312854130245,0.0224832558426769
60,0.02162174145065539,0.02246228975942739
61,0.021602575302433216,0.022441742194349978
62,0.02158380579182094,0.02242160284546375
63,0.021565424527620947,0.022401861837814372
64,0.021547423331354097,0.022382509689443206
65,0.021529794225483265,0.02236353728124837
66,0.021512529423241517,0.022344935830214626
67,0.021495621319782523,0.022326696865566015
68,0.02147906248442199,0.022308812207461493
69,0.021462845653780965,0.02229127394790848
70,0.021446963725676102,0.02227407443361592
71,0.021431409753630275,0.022257206250547473
72,0.02141617694189976,0.02224066220996873
73,0.021401258640932976,0.022224435335810384
74,0.02138664834319115,0.022208518853193592
75,0.021372339679274002,0.02219290617798367
76,0.021358326414303623,0.02217759090725574
77,0.021344602444528005,0.022162566810571334
78,0.021331161794112964,0.02214782782197719
79,0.0213179986120964,0.02213336803264852
80,0.02130510716948363,0.02211918168410913
81,0.021292481856466233,0.022105263161967988
82,0.021280117179749914,0.022091606990119927
83,0.021268007759979415,0.02207820782536354
84,0.021256148329250525,0.02206506045239528
85,0.02124453372870097,0.022052159779142978
86,0.02123315890617327,0.022039500832406644
87,0.02122201891394377,0.022027078753777286
88,0.021211108906513104,0.022014888795808336
89,0.021200424138453935,0.022002926318416667
90,0.02118995996231248,0.021991186785492507
91,0.021179711826560914,0.02197966576170031
92,0.02116967527359802,0.021968358909453638
93,0.021159845937795973,0.02195726198604967
94,0.02115021954359118,0.021946370840949938
95,0.02114079190361764,0.021935681413195483
96,0.021131558916881187,0.021925189728945426
97,0.021122516566973237,0.021914891899129617
98,0.021113660920322942,0.02190478411720646
99,0.021104988124486482,0.021894862657017965
