Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.032740710426984086,0.024046669329928605
1,0.0298967664642284,0.02314165160316594
2,0.02959165696439661,0.022783633188119545
3,0.02952126174852828,0.022629894725186082
4,0.029509212719157282,0.02255982444257588
5,0.029509798982462355,0.02252699083141865
6,0.029512025921003385,0.02251170751447804
7,0.029513730902288395,0.022504953648368617
8,0.029514779638497756,0.022502374127255406
9,0.02951537870081446,0.02250180417317385
10,0.02951571284266661,0.022502155661054606
11,0.029515899831473475,0.02250288363097423
12,0.02951600700679673,0.02250372038834212
13,0.02951607110901253,0.022504539973013726
14,0.02951611174569606,0.022505288319553594
15,0.029516139283749476,0.022505947149811304
16,0.029516159202158297,0.022506515353697285
17,0.029516174422101214,0.022506999470731034
18,0.029516186533740257,0.022507408906256646
19,0.029516196435336994,0.022507753601299665
20,0.02951620466367332,0.02250804296351393
21,0.029516211563865885,0.02250828543671559
22,0.02951621737628411,0.02250848838536447
23,0.02951622228101171,0.02250865812697013
24,0.029516226420740158,0.022508800027319288
25,0.029516229912798342,0.022508918616112816
26,0.02951623285575333,0.02250901770270634
27,0.029516235333309826,0.022509100482971618
28,0.029516237416858437,0.022509169633989932
29,0.02951623916732936,0.022509227396057763
30,0.029516240636664793,0.022509275642750445
31,0.029516241869056888,0.022509315940292797
32,0.02951624290201944,0.022509349597612135
33,0.029516243767326353,0.022509377708400436
34,0.029516244491834615,0.02250940118638859
35,0.029516245098203504,0.022509420794889358
36,0.029516245605520294,0.022509437171518088
37,0.029516246029841237,0.022509450848867064
38,0.029516246384657177,0.022509462271788738
39,0.029516246681292272,0.022509471811840456
40,0.029516246929244035,0.02250947977935459
41,0.029516247136472502,0.022509486433523115
42,0.029516247309645215,0.02250949199082252
43,0.02951624745434431,0.022509496632051623
44,0.02951624757524138,0.02250950050821049
45,0.0295162476762446,0.02250950374541087
46,0.029516247760622626,0.022509506448977996
47,0.02951624783110851,0.022509508706876135
48,0.02951624788998709,0.0225095105925702
49,0.029516247939168117,0.022509512167415344
50,0.029516247980247646,0.02250951348265311
51,0.029516248014559415,0.022509514581078326
52,0.029516248043217827,0.022509515498431495
53,0.02951624806715395,0.022509516264561585
54,0.029516248087145643,0.02250951690439715
55,0.02951624810384271,0.022509517438757374
56,0.02951624811778799,0.022509517885029563
57,0.029516248129434878,0.022509518257734746
58,0.029516248139162135,0.022509518569000266
59,0.029516248147286085,0.022509518828954297
60,0.029516248154070987,0.02250951904605538
61,0.029516248159737524,0.022509519227367797
62,0.029516248164470012,0.022509519378791174
63,0.02951624816842242,0.022509519505252686
64,0.02951624817172331,0.022509519610867248
65,0.02951624817448008,0.02250951969907143
66,0.029516248176782424,0.022509519772735298
67,0.029516248178705243,0.02250951983425578
68,0.029516248180311098,0.022509519885634734
69,0.029516248181652233,0.022509519928543966
70,0.029516248182772296,0.022509519964379672
71,0.029516248183707714,0.022509519994307923
72,0.029516248184488933,0.02250952001930255
73,0.029516248185141383,0.022509520040176832
74,0.029516248185686267,0.022509520057610057
75,0.02951624818614132,0.022509520072169425
76,0.029516248186521373,0.0225095200843287
77,0.029516248186838772,0.022509520094483548
78,0.029516248187103848,0.02250952010296438
79,0.02951624818732523,0.02250952011004716
80,0.029516248187510103,0.02250952011596237
81,0.02951624818766451,0.022509520120902463
82,0.02951624818779347,0.022509520125028167
83,0.029516248187901165,0.022509520128473782
84,0.0295162481879911,0.02250952013135138
85,0.029516248188066224,0.022509520133754606
86,0.029516248188128952,0.022509520135761667
87,0.02951624818818134,0.02250952013743788
88,0.029516248188225094,0.022509520138837752
89,0.02951624818826164,0.022509520140006876
90,0.029516248188292158,0.02250952014098326
91,0.029516248188317648,0.022509520141798692
92,0.029516248188338933,0.0225095201424797
93,0.029516248188356704,0.02250952014304845
94,0.02951624818837155,0.022509520143523445
95,0.029516248188383956,0.02250952014392011
96,0.02951624818839431,0.022509520144251415
97,0.02951624818840296,0.02250952014452811
98,0.02951624818841018,0.022509520144759175
99,0.02951624818841621,0.022509520144952153
