Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.02799254805098727,0.02322066398033691
1,0.02415526676054126,0.02249557672025147
2,0.023712168053045206,0.02214813863028906
3,0.023442811439557745,0.02192472602134204
4,0.02326695504194989,0.0217764192731287
5,0.02315214067597638,0.02167714143137687
6,0.023077301650542253,0.021610361085064627
7,0.023028614838068628,0.021565232514870462
8,0.02299701802057385,0.021534579243479266
9,0.022976574215854594,0.02151363727017373
10,0.02296339678909238,0.02149923650177885
11,0.02295494368408532,0.02148926208652336
12,0.02294955415208287,0.021482298951850862
13,0.02294614474151827,0.021477396931132157
14,0.022944009866377752,0.021473915392004463
15,0.02294269103355803,0.02147142032248111
16,0.02294189113651577,0.021469616057826324
17,0.022941418320994753,0.021468299903579104
18,0.022941149248789667,0.021467331908676363
19,0.022941005080219824,0.021466614676564147
20,0.022940935791347532,0.021466079837871473
21,0.022940909949390905,0.02146567895249671
22,0.022940908059571278,0.02146537736374832
23,0.02294091824641401,0.021465150025389484
24,0.02294093345898227,0.021464978651549615
25,0.022940949669329514,0.02146484975708892
26,0.022940964716970845,0.021464753300075065
27,0.022940977572476342,0.021464681733548575
28,0.022940987872107747,0.0214646293371898
29,0.02294099562702151,0.02146459174171864
30,0.022941001044313358,0.021464565587025013
31,0.02294100441923206,0.02146454827387676
32,0.022941006072278135,0.02146453778170908
33,0.02294100631427389,0.021464532533534402
34,0.022941005428581292,0.02146453129479461
35,0.022941003663590462,0.021464533096918
36,0.02294100123115048,0.021464537179044958
37,0.022940998308252684,0.021464542943252743
38,0.022940995040323646,0.021464549919908257
39,0.02294099154515001,0.021464557740690584
40,0.022940987916873948,0.021464566117471114
41,0.02294098422975719,0.021464574825702694
42,0.022940980541568443,0.02146458369130365
43,0.022940976896542307,0.021464592580267478
44,0.022940973327910577,0.021464601390409815
45,0.022940969860034865,0.02146461004479889
46,0.022940966510182504,0.021464618486517387
47,0.022940963289991744,0.02146462667448087
