Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.03109109027132151,0.023496970516064006
1,0.028267917088970192,0.02258026884510231
2,0.027773476605838298,0.02219127830093977
3,0.027616095209817813,0.022015103113387804
4,0.027569562220257984,0.021929843499354697
5,0.027558074754529233,0.021886201253024838
6,0.027556796638881317,0.021862923085134805
7,0.027557934841118494,0.02185018425602842
8,0.027559256981256615,0.02184313179185516
9,0.0275602609858549,0.021839232543319015
10,0.027560931081795106,0.02183710908264459
11,0.02756135425101174,0.021835991602797665
12,0.027561614748311144,0.021835442663222297
